section_id,freq,sign,actual,actual_breakdown,canon,canon_breakdown,canon_meaning,canon_places,new,new_breakdown
10,<4>,,terfinti,3rd-place-of+invent,terfi'i,te+finti,  invention purpose ,   x1 = finti3 (invention purpose )､ x2 = finti2 (creation)､ x3 = finti1 (inventor)､ x4 = finti4 (inspiration),,
10,<3>,,terflecu,3rd-place-of+flow,terfle,te+flecu,  flow destination ,   x1 = flecu3 (flow destination )､ x2 = flecu2 (has flow)､ x3 = flecu1 (flow)､ x4 = flecu4 (flow source ),,
10,<14>,,tergerna,3rd-place-of+grammar,terge'a,te+gerna,  grammatical,   x1 = gerna3 (grammatical)､ x2 = gerna2 (grammar language )､ x3 = gerna1 (grammar),,
10,<20>,!,tergismu,3rd-place-of+root-word,tergi'u,te+gismu,  root word arguments,   x1 = gismu3 (root word arguments)､ x2 = gismu2 (root word relation)､ x3 = gismu1 (root word)､ x4 = gismu4 (root word affix),,
10,<2>,,tergu'imi'i,3rd-place-of+illumine+machine,tergusmi'i,te+gusni+minji,  lamp,   x1 = minji1 (machine) = gusni3 (light source),,
10,<4>,!,tergugde,3rd-place-of+country,tergu'e,te+gugde,  territory of country,   x1 = gugde3 (territory of country)､ x2 = gugde2 (countrymen)､ x3 = gugde1 (country),,
10,<32>,!,tergusni,3rd-place-of+illumine,tergu'i,te+gusni,  light source,   x1 = gusni3 (light source)､ x2 = gusni2 (lit)､ x3 = gusni1 (light),,
10,<4>,,tergusnyri'a,3rd-place-of+illumine+cause,tergusri'a,,,,,
10,<5>,,terjimpe,3rd-place-of+understand,terjmi,te+jimpe,  subject understood,   x1 = jimpe3 (subject understood)､ x2 = jimpe2 (understood)､ x3 = jimpe1 (understand),,
10,<4>,!,terjivna,3rd-place-of+compete,terjvi,te+jivna,  contest,   x1 = jivna3 (contest)､ x2 = jivna2 (rival)､ x3 = jivna1 (compete)､ x4 = jivna4 (prize),,
10,<1>,,terjubme,3rd-place-of+table,terjbu,te+jubme,  leg,   x1 = jubme3 (leg)､ x2 = jubme2 (table material)､ x3 = jubme1 (table),,
10,<1>,,terkumfa,3rd-place-of+room,terku'a,te+kumfa,  room boundary,   x1 = kumfa3 (room boundary)､ x2 = kumfa2 (structure with room)､ x3 = kumfa1 (room),,
10,<2>,,terme'e,3rd-place-of+name,tercme,te+cmene,  namer,   x1 = cmene3 (namer)､ x2 = cmene2 (named)､ x3 = cmene1 (name),,
10,<3>,!,termerli,3rd-place-of+measure,termre,te+merli,  measurement,   x1 = merli3 (measurement)､ x2 = merli2 (measured)､ x3 = merli1 (measure)､ x4 = merli4 (measuring scale)､ x5 = merli5 (measurement accuracy),,
10,<5>,,termojyxau,3rd-place-of+remember+good,termo'ixau,te+morji+xamgu,  memorable,   x1 = xamgu1 (good) = morji3 (memory subject )､ x2 = morji2 (remembered)､ x3 = xamgu3 (goodness standard)  = morji1 (remember),,
10,<9>,!,termrilu,3rd-place-of+mail,termri,te+mrilu,  receive mail,   x1 = mrilu3 (receive mail)､ x2 = mrilu2 (mailed)､ x3 = mrilu1 (post)､ x4 = mrilu4 (transmit mail)､ x5 = mrilu5 (mail carrier),,
10,<10>,,termukti,3rd-place-of+motive,termu'i,te+mukti,  has motive,   x1 = mukti3 (has motive)､ x2 = mukti2 (motivated)､ x3 = mukti1 (motive),,
10,<1>,,ternotci,3rd-place-of+message,ternoi,te+notci,  send message,   x1 = notci3 (send message)､ x2 = notci2 (message subject )､ x3 = notci1 (message)､ x4 = notci4 (receive message),,
10,<3>,!,terpacna,3rd-place-of+hope,terpa'a,te+pacna,  likeliness of hope,   x1 = pacna3 (likeliness of hope)､ x2 = pacna2 (hoped for)､ x3 = pacna1 (hoper､ hope),,
10,<2>,,terpe'ufoi,3rd-place-of+touch+field,terpecfoi,te+pencu+foldi,  keyboard,   x1 = foldi1 (field)､ x2 = foldi2 (field material) = pencu3 (touched with),,
10,<2>,,terpilno,3rd-place-of+use,terpli,te+pilno,  use purpose ,   x1 = pilno3 (use purpose )､ x2 = pilno2 (used)､ x3 = pilno1 (use),,
10,<8>,,terplatu,3rd-place-of+plan,terpla,te+platu,  planned out,   x1 = platu3 (planned out)､ x2 = platu2 (plan made)､ x3 = platu1 (planner),,
10,<32>,!,terpreti,3rd-place-of+question,teryrei,te+preti,  questioner,   x1 = preti3 (questioner)､ x2 = preti2 (question subject )､ x3 = preti1 (question)､ x4 = preti4 (questioned),,
10,<2>,!,tersalci,3rd-place-of+celebrate,tersla,te+salci,  celebration,   x1 = salci3 (celebration)､ x2 = salci2 (celebrated)､ x3 = salci1 (celebrate),,
10,<2>,!,tersepli,3rd-place-of+apart,tersei,te+sepli,  separator,   x1 = sepli3 (separator)､ x2 = sepli2 (separated from)､ x3 = sepli1 (apart),,
10,<3>,,tersinma,3rd-place-of+esteem,tersi'a,,,,,
10,<10>,,terspuda,3rd-place-of+reply,terspu,te+spuda,  response,   x1 = spuda3 (response)､ x2 = spuda2 (stimulus)､ x3 = spuda1 (respond),,
10,<2>,,terstacymau,3rd-place-of+honest+more,tersacmau,te+stace+zmadu,  something about which someone is more honest (e.g. "the 4th symphony is more honest than the 5th" = "the 4th is something in which the composer was more honest than in the 5th"),  (le 4moi cu zmadu le 5moi leni te stace fi le zgikyfinti),,
10,<189>,,tersumti,3rd-place-of+argument,tersu'i,te+sumti,  argument place,   x1 = sumti3 (argument place)､ x2 = sumti2 (predicate with argument)､ x3 = sumti1 (argument),,
10,<101>,,tertanru,3rd-place-of+phrase-compound,tertau,te+tanru,  phrase modificand,   x1 = tanru3 (phrase modificand)､ x2 = tanru2 (phrase modifier)､ x3 = tanru1 (phrase compound)､ x4 = tanru4 (phrase meaning)､ x5 = tanru5 (phrase language ),,
10,<2>,!,tertanru,3rd-place-of+phrase-compound,tertau,te+tanru,  phrase modificand,   x1 = tanru3 (phrase modificand)､ x2 = tanru2 (phrase modifier)､ x3 = tanru1 (phrase compound)､ x4 = tanru4 (phrase meaning)､ x5 = tanru5 (phrase language ),,
10,<1>,,tertavla,3rd-place-of+talk,terta'a,te+tavla,  talk subject,   x1 = tavla3 (talk subject)､ x2 = tavla2 (talked to)､ x3 = tavla1 (talk)､ x4 = tavla4 (talk language),,
10,<28>,,tervecnu,3rd-place-of+sell,terve'u,te+vecnu,  buyer,   x1 = vecnu3 (buyer)､ x2 = vecnu2 (goods)､ x3 = vecnu1 (sell)､ x4 = vecnu4 (sale cost),,
10,<1>,,terzmadu,3rd-place-of+more,termau,te+zmadu,  moreness property,   x1 = zmadu3 (moreness property)､ x2 = zmadu2 (exceeded)､ x3 = zmadu1 (more)､ x4 = zmadu4 (moreness margin),,
10,<2>,,terzu'ecau,3rd-place-of+act+without,terzukcau,,,,,
10,<18>,,terzukte,3rd-place-of+act,terzu'e,te+zukte,  action goal ,   x1 = zukte3 (action goal )､ x2 = zukte2 (action)､ x3 = zukte1 (act),,
10,<3>,!,ti'erbakfu,behind+bundle,rixybakfu,trixe+bakfu,  backpack,   x1 = bakfu1 (bundle)､ x2 = bakfu2 (bundled)､ x3 = bakfu3 (bundle wrapping),,
10,<2>,,ti'erkansa,behind+with,rixykansa,trixe+kansa,  to follow someone,   x1 = kansa1 (with) = trixe1 (behind)､ x2 = kansa2 (accompanied)  = trixe2 (in front),,
10,<1>,,ti'ertu'e,behind+leg,rixtu'e,trixe+tuple,  hind legs,   x1 = trixe1 (behind) = tuple1 (leg)､ x2 = tuple2 (has leg),,
10,<2>,,ti'irdatni,suggest+data,sidydatni,,,,,
10,<4>,,ti'irflagau,suggest+law+do,sidyflagau,,,,,
10,<19>,,tickle,deceive+class,ticlei,,,,,
10,<2>,,tidycumki,read+possible,tidycu'i,,,,,
10,<4>,,tignygau,perform+do,tigygau,,,,,
10,<16>,,tilsmuni,detail+meaning,tilsmu,,,,,
10,<2>,,tinkle,hear+class,tinlei,,,,,
10,<2>,,tinsypelji,stiff+paper,tinsyple,tinsa+pelji,  cardboard,   x1 = pelji1 (paper) = tinsa1 (stiff)､ x2 = pelji2 (paper source )､ x3 = tinsa2 (stiffness direction)､ x4 = tinsa3 (meeting stiffness)､ x5 = tinsa4 (stiffness conditions),,
10,<2>,,tipybolselkei,kick+ball+2nd-place-of+play,tipyboiselkei,,,,,
10,<2>,,tisygau,fill+do,,,,,,
10,<2>,,titsanga,sweet+sing,titsa'a,,,,,
10,<6>,,titselprami,sweet+2nd-place-of+love,titselpa'i,titla+se+prami,  sweetheart,   x1 = prami2 (loved)､ x2 = prami1 (love),,
10,<4>,,tivnydraci,television+drama,tivdraci,,,,,
10,<1>,,to'arcurmi,tone+let,to'acru,tonga+curmi,  to let something vibrate,   x1 = curmi1 (let)､ x2 = tonga1 (tone)､ x3 = tonga2 (pitch)､ x4 = tonga3 (tone source)､ x5 = curmi3 (permission condition),,
10,<2>,,to'arkaigri,tone+quality+group,togykaigri,tonga+ckaji+girzu,  organ stop,   x1 = girzu1 (group)､ x2 = girzu2 (group property ) = ckaji1 (is characterized)  = tonga2 (pitch),,
10,<6>,,to'ecla,opposite-of-+long,tolcla,,,,,
10,<8>,,to'edri,opposite-of-+sad,toldri,,,,,
10,<25>,,to'ekli,opposite-of-+clear,tolkli,,,,,
10,<1>,,to'erbarda,opposite-of-+big,tolbra,,,,,
10,<2[2]>,,to'erce'u,opposite-of-+community,tolce'u,,,,tolcre,opposite-of-+expert
10,<3>,!,to'erci'o,opposite-of-+young,tolci'o,to'e+citno,  ancient､ old [opposite of young],   x1 = citno1 (young)､ x2 = citno2 (youth standard),tolcni,opposite-of-+emotion
10,<3>,,to'ercitnau,opposite-of-+young+man,tolcitnau,to'e+citno+nanmu,  old man,   x1 = nanmu1 (man) = citno1 (young)､ x2 = citno2 (youth standard),,
10,<47>,,to'ercitno,opposite-of-+young,tolci'o,to'e+citno,  ancient､ old [opposite of young],   x1 = citno1 (young)､ x2 = citno2 (youth standard),,
10,<11>,,to'erclite,opposite-of-+polite,tolclite,,,,,
10,<6>,,to'ercliva,opposite-of-+leave,tolyli'a,,,,,
10,<1>,,to'erdapma,opposite-of-+curse,toldapma,,,,,
10,<4>,,to'erdarsi,opposite-of-+audacity,toldarsi,to'e+darsi,  coward､ shirker,   x1 = darsi1 (dare)､ x2 = darsi2 (audacious behavior),,
10,<1>,!,to'erdukse,opposite-of-+excess,toldu'e,,,,,
10,<1>,,to'erkufra,opposite-of-+comfort,tolkufra,,,,,
10,<2>,,to'erlau,opposite-of-+loud,tolylau,,,,,
10,<3>,,to'ernanda'i,opposite-of-+south+hit,tolnanda'i,,,,tolnavdai,opposite-of-+1E-9+object
10,<13[13]>,,to'erni'oda'i,opposite-of-+new+hit,tolninda'i,,,,tolnindai,opposite-of-+new+object
10,<22>,,to'erno'i,opposite-of-+noble,tolno'i,to'e+nobli,  plebeian､ commoner,   x1 = nobli1 (noble)､ x2 = nobli2 (nobility standard),,
10,<1>,,to'erpante,opposite-of-+protest,tolpante,to'e+pante,  can't complain,   x1 = pante1 (protest)､ x2 = pante2 (object of protest)､ x3 = pante3 (receive protest)､ x4 = pante4 (complaint),,
10,<1>,,to'ersi'a,opposite-of-+esteem,tolsi'a,to'e+sinma,  disrespect,   x1 = sinma1 (esteem)､ x2 = sinma2 (esteemed),,
10,<2>,,to'erte'i,opposite-of-+specific,tolte'i,to'e+steci,  general,   x1 = steci1 (specific)､ x2 = steci2 (special subset) = steci3 (set with specific),,
10,<1>,,to'erte'igau,opposite-of-+specific+do,tolte'igau,to'e+steci+gasnu,  to generalise,   x1 = gasnu1 (do)､ x2 = steci1 (specific)､ x3 = steci2 (special subset) = steci3 (set with specific),,
10,<2>,,to'erterpa,opposite-of-+fear,tolte'a,,,,,
10,<1>,,to'erzi'e,opposite-of-+free,tolzi'e,,,,,
10,<6>,,to'ezba,opposite-of-+make,tolzba,to'e+zbasu,  to demolish,   x1 = zbasu1 (make)､ x2 = zbasu2 (made)､ x3 = zbasu3 (made from) [demolish *into*､ x4 = zbasu3 (made from)],,
10,<1>,,to'uvri,short+brave,torvri,,,,,
10,<1>,,tocyca'a,try+apparatus,toirca'a                  toirca'a,troci+cabra,  prototype,   x1 = cabra1 (apparatus) = troci1 (try)､ x2 = cabra2 (apparatus function )  = troci2 (attempted)､ x3 = cabra3 (apparatus operator),,
10,<5>,,tocyze'a,try+increase,toirze'a                  toirze'a,,,,,
10,<1>,,togypra,tone+produce,to'apra,tonga+cupra,  tone-producing､ musical,   x1 = cupra1 (produces)､ x2 = cupra2 (product) = tonga1 (tone)､ x3 = cupra3 (production),,
10,<1>,,togysli,tone+oscillate,to'asli,tonga+slilu,  tonal oscillation､ including vibrato and trills,   x1 = slilu1 (oscillate)､ x2 = slilu2 (oscillation frequency)､ x3 = slilu3 (oscillation state) = tonga1 (tone),,
10,<10>,,tolbanli,opposite-of-+great,tolba'i,,,,,
10,<4>,,tolbilgyri'a,opposite-of-+obliged+cause,tolbigri'a                tolbigri'a,,,,,
10,<3+[2]>,!,tolcertu,opposite-of-+expert,tolcre                    tolcre,,,,,
10,<6>,,tolci'onimtermakfa,opposite-of-+young+woman+3rd-place-of+magic,tolcitnimtermakfa,,,,,
10,<11>,!,tolcinri,opposite-of-+interesting,tolci'i                   tolci'i,,,,,
10,<7>,,tolcipni,opposite-of-+bird,tolcpi,,,,,
10,<10>,,tolciste,opposite-of-+system,tolci'e,,,,,
10,<52>,,tolcitno,opposite-of-+young,tolci'o,to'e+citno,  ancient､ old [opposite of young],   x1 = citno1 (young)､ x2 = citno2 (youth standard),,
10,<2>,,tolcliva,opposite-of-+leave,tolyli'a,,,,,
10,<7>,,tolcnino,opposite-of-+new,tolni'o,,,,,
10,<6>,,toldjica,opposite-of-+desire,toldji,,,,,
10,<4>,,toldjuno,opposite-of-+know,tolju'o,,,,,
10,<4>,,toldrani,opposite-of-+correct,toldra,,,,,
10,<10>,!,toldukse,opposite-of-+excess,toldu'e,,,,,
10,<4>,,tolfulgau,opposite-of-+float+do,tolflugau,,,,,
10,<2>,,tolgerna,opposite-of-+grammar,tolge'a,,,,,
10,<18>,,tolglico,opposite-of-+English,tolgli,,,,,
10,<2>,!,tolgunka,opposite-of-+work,tolgu'a,,,,,
10,<1>,,toljgira,opposite-of-+pride,toljgi,,,,,
10,<6>,!,toljimpe,opposite-of-+understand,toljmi                    tolgu'a,,,,,
10,<15>,!,toljundi,opposite-of-+attentive,tolju'i                   toljmi,,,,,
10,<2>,!,tolkrasi,opposite-of-+source,tolkra,,,,,
10,<2>,,tolkurji,opposite-of-+take-care-of,tolku'i,,,,,
10,<22>,,tolmarji,opposite-of-+material,tolmai,,,,,
10,<26>,!,tolmelbi,opposite-of-+beautiful,tolmle                    tolmle,,,,,
10,<2>,,tolmifrygau,opposite-of-+code+do,tolmifygau,,,,,
10,<7>,,tolmilxe,opposite-of-+mild,tolmli,,,,,
10,<28>,!,tolmorji,opposite-of-+remember,tolmo'i                   tolmo'i,,,,,
10,<114>,!,tolmutce,opposite-of-+much,toltce                    toltce,,,,,
10,<1>,,tolnelci,opposite-of-+fond,tolnei,,,,,
10,<2>,,tolpajvrude,opposite-of-+surprise+virtue,tolpajvu'e                tolpajvu'e,,,,,
10,<1>,,tolprane,opposite-of-+perfect,tolpa'e                   tolpa'e,to'e+prane,  imperfect､ flawed,   x1 = prane1 (perfect)､ x2 = prane2 (perfection property),,
10,<4>,!,tolpunji,opposite-of-+put,tolpu'i,,,,,
10,<1>,,tolralte,opposite-of-+retain,tolra'e,,,,,
10,<1>,,tolsactavla,opposite-of-+honest+talk,tolsacta'a,,,,,
10,<2>,,tolsarcu,opposite-of-+necessary,tolsa'u                   tolsa'u,,,,,
10,<9>,,tolselmuvdu,opposite-of-+2nd-place-of+move,tolselmu'u,,,,,
10,<2>,!,tolselsmuni,opposite-of-+2nd-place-of+meaning,tolselsmu                 tolselsmu,,,,,
10,<2>,,tolsidju,opposite-of-+help,toldju,,,,,
10,<3>,!,tolsmaji,opposite-of-+quiet,tolsma                    tolsma,,,,,
10,<2>,,toltsali,opposite-of-+strong,toltsa,,,,,
10,<18>,,toltugni,opposite-of-+agree,toltu'i,,,,,
10,<2>,,tolvajnymlu,opposite-of-+important+seem,tolvaimlu,,,,,
10,<3>,,tolvitno,opposite-of-+permanent,tolvi'o,,,,,
10,<3>,,tolvrude,opposite-of-+virtue,tolvu'e,,,,,
10,<1>,,tolxagrai,opposite-of-+good+superlative,tolxaurai,,,,,
10,<10>,,tolxamgu,opposite-of-+good,tolxau,,,,,
10,<2>,,tolylasna,opposite-of-+fasten,tolyla'a,,,,,
10,<6>,,tolzanru,opposite-of-+approve,tolzau                    tolzau,to'e+zanru,  disapprove,   x1 = zanru1 (approve)､ x2 = zanru2 (approved),,
10,<12>,,tolzasti,opposite-of-+exist,tolza'i,,,,,
10,<10>,,tolzdile,opposite-of-+amusing,tolzdi,,,,,
10,<8>,!,tolzvati,opposite-of-+at,tolzva                    tolzva,,,,,
10,<1>,,tongytco,tone+South-American,to'atco,,,,,
10,<3[3]>,!,tordakfyxai,short+knife+injure,tordakyxai,,,,tordakyxa'i,short+knife+weapon
10,<2>,,torselcusku,short+2nd-place-of+express,torselsku,tordu+se+cusku,  [brief] article,   x1 = tordu1 (short) = cusku2 (said)､ x2 = cusku1 (speaker)､ x3 = cusku3 (addressed)､ x4 = cusku4 (expression medium )､ x5 = tordu3 (shortness standard),,
10,<3>,!,toryremna,short+human,toryre'a,tordu+remna,  hobbit,   x1 = remna1 (human) = tordu1 (short),,
10,<1>,,torzma,short+more,tormau,tordu+zmadu,  shorter,   x1 = zmadu1 (more) = tordu1 (short)､ x2 = zmadu2 (exceeded)､ x3 = tordu2 (shortness dimension)､ x4 = zmadu4 (moreness margin) (for elision of､ x5 = tordu3 (shortness standard) see bramau),,
10,<5>,,tredje,meter+full-day,tredei,,,,,
10,<4>,,tricecmu,attract+community,trice'u,,,,,
10,<3>,,tricycecmu,tree+community,ricyce'u,,,,,
10,<3>,,tricyfoldi,tree+field,ricfoi,tricu+foldi,  forest,   x1 = foldi1 (field)､ x2 = tricu2 (tree species),,
10,<1>,,tricyratcu,tree+rat,ricyratcu,tricu+ratcu,  squirrel,   x1 = ratcu1 (rat)､ x2 = ratcu2 (rat species),,
10,<2>,,tricyzbepi,tree+pedestal,ricyzbe,tricu+zbepi,  tree stump､ tree trunk,   x1 = zbepi1 (pedestal)､ x2 = zbepi2 (has pedestal) = tricu1 (tree),,
10,<4>,,trijufra,attract+sentence,triju'a,,,,,
10,<1>,,tristero,attract+steradian,trite'o,,,,,
10,<6>,,trixystu,behind+site,rixstu,,,,,
10,<4>,!,trocytanru,try+phrase-compound,toctau,,,,,
10,<4>,,tsacatlu,strong+look,tsacta,,,,,
10,<3>,,tsanybargu,sky+arch,tanbargu,tsani+bargu,  rainbow,   x1 = bargu1 (arch)､ x2 = bargu2 (arched over),,
10,<3>,,tsanyxa'u,sky+dwell,tanxa'u,tsani+xabju,  heaven-dweller [e.g. Gods],   x1 = xabju1 (dwell),,
10,<14>,,tumclaxu,land+without,tumcau,,,,,
10,<37>,!,tunbyti'u,sibling+daughter,tubyti'u,tunba+tixnu,  niece,   x1 = tixnu1 (daughter)､ x2 = tunba2 (has sibling),,
10,<9>,,turnyjatna,govern+captain,truja'a,,,,,
10,<3>,,turnyzukte,govern+act,truzu'e,,,,,
10,<2>,,tuzdei,site+full-day,studei,,,,,
10,<1>,,vainrai,important+superlative,vajrai,vajni+traji,  most important,   x1 = traji1 (superlative) = vajni1 (important)､ x2 = traji4 (range limited by extreme)､ x3 = vajni2 (finds important)､ x4 = vajni3 (reason for importance),,
10,<1>,,vairciska,important+write,vairci'a,,,,,
10,<3>,,vajmau,important+more,vaizma,,,,,
10,<2[2]>,,vajycru,important+let,vaicru,,,,vajba'u,important+utter
10,<4>,,vajyxu'a,important+assert,vairxu'a,vajni+xusra,  to say a slogan or something monumentous,   x1 = xusra1 (assert)､ x2 = xusra2 (asserted) = vajni1 (important)､ x3 = vajni2 (finds important)､ x4 = vajni3 (reason for importance),,
10,<5>,!,valcku,word+book,vlacku,valsi+cukta,  dictionary,   x1 = cukta1 (book)､ x2 = cukta2 (subject [of book])､ x3 = cukta3 (author [of a book])､ x4 = cukta4 (read book)､ x5 = cukta5 (book medium ),,
10,<2>,,valga'i,word+modify,vlaga'i,,,,,
10,<4>,,valgerna,word+grammar,vlage'a,,,,,
10,<2>,,valgirmu'o,word+group+complete,vlagrimu'o,,,,,
10,<2>,,valjda,word+religion,vlajda,,,,,
10,<2>,,valkei,word+play,vlakei,valsi+kelci,  punster,   x1 = kelci1 (play)､ x2 = kelci2 (plaything) = valsi1 (word),,
10,<1>,,valkrakemba'uslepoi,word+source+type-of+utter+cell+sequence,vlakrakemba'uslepoi,,,,,
10,<5>,,valkrazunsnami'u,word+source+interfere+sound+same,vlakrazunsnami'u,,,,,
10,<6>,,valnanla,word+boy,vlananla,,,,,
10,<1>,,valnunkei,word+event-of+play,vlanunkei,valsi+nu+kelci,  punning,   x1 = nu1 (   event abstract)､ x2 = kelci1 (play)､ x3 = kelci2 (plaything) = valsi1 (word),,
10,<1>,,valnunpli,word+event-of+use,vlanunpli,,,,,
10,<2>,,valpei,word+think,vlapei,,,,,
10,<2>,,valporsi,word+sequence,vlapoi,,,,,
10,<1>,,valsatci,word+exact,vlasatci,,,,,
10,<4>,,valselkei,word+2nd-place-of+play,vlaselkei,valsi+se+kelci,  pun,   x1 = kelci2 (plaything) = valsi1 (word)､ x2 = kelci1 (play),,
10,<2>,,valskicu,word+describe,vlaski,,,,,
10,<3>,!,valsmu,word+meaning,vlasmu,,,,,
10,<2>,,valsmuni,word+meaning,vlasmu,,,,,
10,<1>,,valste,word+list,vlaste,valsi+liste,  word list,   x1 = liste1 (list)､ x2 = valsi1 (word)､ x3 = liste4 (list medium ),,
10,<2>,,valsysance,word+sound,vlasna,,,,,
10,<2>,,valsyselci,word+cell,vlasle,,,,,
10,<1>,,valtercu'a,word+3rd-place-of+choose,vlatercu'a,valsi+te+cuxna,  lexicon,   x1 = cuxna3 (choices)､ x2 = cuxna2 (chosen) = valsi1 (word)､ x3 = cuxna1 (choose)､ x4 = valsi3 (word language ),,
10,<3>,,valtse,word+sit,vlatse,,,,,
10,<4>,,valylarcu,word+art,vlalarcu,,,,,
10,<2>,,vancypurci,evening+past,vacpru,,,,,
10,<1>,,vancysanmi,evening+meal,vacysai,vanci+sanmi,  dinner,   x1 = sanmi1 (meal)､ x2 = sanmi2 (meal dish),,
10,<2>,,varjenmi,air+army,varjei,vacri+jenmi,  Army Air Force,   x1 = jenmi1 (army)､ x2 = jenmi2 (has army)､ x3 = jenmi3 (army function ),,
10,<2>,,varkicyvinji,air+cushion+airplane,varki'evinji,,,,,
10,<1>,,varselci,air+cell,varsle,,,,,
10,<2>,,varsonci,air+soldier,varsoi,vacri+sonci,  airman,   x1 = sonci1 (soldier)､ x2 = sonci2 (soldier's army),,
10,<1[1]>,,vaurtau,contain+phrase-compound,vastau,,,,vasta'u,contain+garment
10,<5>,,ve'usni,sell+sign,vensni,vecnu+sinxa,  advert. billboard,   x1 = sinxa1 (sign)､ x2 = sinxa2 (symbolized)､ x3 = sinxa3 (observe sign)､ x4 = vecnu2 (goods),,
10,<3>,,ve'uzda,sell+nest,venzda,,,,,
10,<9>,!,veirgau,record+do,rejgau,vreji+gasnu,  to record something,   x1 = gasnu1 (do)､ x2 = vreji1 (record)､ x3 = vreji2 (recorded)､ x4 = vreji3 (recording medium)､ x5 = vreji4,,
10,<2>,,velbende,4th-place-of+crew,velbe'e,ve+bende,  crew purpose,   x1 = bende4 (crew purpose)､ x2 = bende2 (crew members)､ x3 = bende3 (leader [of a team])､ x4 = bende1 (crew),,
10,<10>,!,velciksi,4th-place-of+explain,velcki,ve+ciksi,  explanation,   x1 = ciksi4 (explanation)､ x2 = ciksi2 (explained)､ x3 = ciksi3 (get explanation)､ x4 = ciksi1 (explain),,
10,<2>,,velciste,4th-place-of+system,velci'e,ve+ciste,  system properties,   x1 = ciste4 (system properties)､ x2 = ciste2 (system structure)､ x3 = ciste3 (system components)､ x4 = ciste1 (system),,
10,<5>,,velcnemu,4th-place-of+reward,velne'u,ve+cnemu,  reward given,   x1 = cnemu4 (reward given)､ x2 = cnemu2 (rewarded)､ x3 = cnemu3 (reason for reward)､ x4 = cnemu1 (reward),,
10,<27>,,velcusku,4th-place-of+express,velsku,ve+cusku,  expression medium ,   x1 = cusku4 (expression medium )､ x2 = cusku2 (said)､ x3 = cusku3 (addressed)､ x4 = cusku1 (speaker),,
10,<1>,,veljivna,4th-place-of+compete,veljvi,ve+jivna,  prize,   x1 = jivna4 (prize)､ x2 = jivna2 (rival)､ x3 = jivna3 (contest)､ x4 = jivna1 (compete),,
10,<2>,,velminrymo'a,4th-place-of+reflect+pattern,velmirmo'a,,,,,
10,<6>,!,velskicycau,4th-place-of+describe+without,velskicau,ve+skicu+claxu,  undescribed､ undescribable,   x1 = claxu1 (alone),,
10,<1>,,veltanru,4th-place-of+phrase-compound,veltau,ve+tanru,  phrase meaning,   x1 = tanru4 (phrase meaning)､ x2 = tanru2 (phrase modifier)､ x3 = tanru3 (phrase modificand)､ x4 = tanru1 (phrase compound)､ x5 = tanru5 (phrase language ),,
10,<2>,,velzarci,4th-place-of+market,velzai,,,,,
10,<1>,,venskicu,sell+describe,venski,vecnu+skicu,  to advertise,   x1 = skicu1 (describe)､ x2 = skicu2 (described) = vecnu2 (goods)､ x3 = skicu3 (described to)  = vecnu3 (buyer)､ x4 = skicu4 (description),,
10,<3>,,vensyspa,spring+plant,vesyspa,vensa+spati,  spring plant,   x1 = spati1 (plant)､ x2 = spati2 (plant species),,
10,<2>,,verkle,child+class,verlei,,,,,
10,<1>,,vi'argau,see+do,visygau,,,,,
10,<4>,,vijyjatna,airplane+captain,vijyja'a,vinji+jatna,  pilot,   x1 = jatna1 (captain)､ x2 = jatna2 (captained) = vinji1 (airplane),,
10,<1>,,vilfengu,violent+angry,vilfe'u,,,,,
10,<2>,,vilpagre,violent+pass-through,vilgre,,,,,
10,<28>,,viltcima,violent+weather,vilti'a,vlile+tcima,  storm,   x1 = tcima1 (weather)､ x2 = tcima2 (weather location),,
10,<3>,,vimcybevri,remove+carry,vicybei,,,,,
10,<3>,,vimkumfa,excrete+room,vimku'a,vikmi+kumfa,  toilet,   x1 = kumfa1 (room)､ x2 = kumfa2 (structure with room),,
10,<4>,,vinjykla,airplane+come,vijykla,,,,,
10,<2>,,vinjyli'u,airplane+travel,vijli'u,,,,,
10,<2>,,vipturni,deputy+govern,viptru,vipsi+turni,  deputy governor､ viceroy,   x1 = turni1 (govern) = vipsi1 (deputy)､ x2 = turni2 (governed)､ x3 = vipsi3 (boss),,
10,<1>,,vipyjatna,deputy+captain,vipyja'a,vipsi+jatna,  deputy captain [e.g. first officer],   x1 = vipsi1 (deputy) = jatna1 (captain)､ x2 = jatna2 (captained),,
10,<4[4]>,,virklama,virus+come,virkla,,,,vrikla,brave+come
10,<4>,,viskydji,see+desire,vi'adji,viska+djica,  want to see something,   x1 = djica1 (desire) = viska1 (see)､ x2 = viska2 (seen)､ x3 = djica3 (purpose desired for),,
10,<2>,,viskygau,see+do,visygau,,,,,
10,<2>,,visydji,see+desire,vi'adji,viska+djica,  want to see something,   x1 = djica1 (desire) = viska1 (see)､ x2 = viska2 (seen)､ x3 = djica3 (purpose desired for),,
10,<6>,,visydonborka'ogei,see+you+-+healthy+happy,visydoiborka'ogei,,,,,
10,<6>,,visyfacki,see+discover,visfa'i,viska+facki,  to spot something,   x1 = viska1 (see) = facki1 (discover)､ x2 = facki2 (discovery)､ x3 = viska2 (seen)  = facki3 (subject discovered),,
