cmavo_composite,freq,dubious,eleven,not_found,notes
oicairo'o,6,,,1,CMAVO4
oicairo'u,1,,,1,CMAVO4
oicaisa'e,15,,,1,CMAVO
oicaise'i,1,,,1,CMAVO
oicei,1,question_mark,,1,CMAVO
oicu'i,8,,,1,CMAVO
oicu'iro'o,2,,,1,CMAVO
oicu'iro'odai,5,,,1,CMAVO
oifo'a,1,,,1,CMAVO4
oile'o,4,,,1,CMAVO4
oinai,43,,,1,CMAVO
oinaiba'a,2,,,1,CMAVO
oinaicai,1,,,1,CMAVO4
oinaipei,6,,,1,CMAVO
oinairo'e,1,,,1,CMAVO
oinairu'e,2,,,1,CMAVO
oiri'e,4,question_mark,,1,CMAVO4
oiro'a,44,,,1,CMAVO
oiro'acai,2,,,1,CMAVO4
oiro'adai,2,,,1,CMAVO
oiro'aru'e,1,,,1,CMAVO4
oiro'e,51,,,1,CMAVO
oiro'enai,2,,,1,CMAVO4
oiro'ese'i,20,,,1,CMAVO
oiro'i,7,,,1,CMAVO
oiro'o,69,,,1,CMAVO
oiro'osai,1,,,1,CMAVO
oiro'u,1,,,1,CMAVO4
oiru'e,11,,,1,CMAVO
oiru'ero'a,3,,,1,CMAVO
oiru'ezo'o,2,,,1,CMAVO
oisa'e,3,,,1,CMAVO
oisai,36,,,1,CMAVO
oisairo'e,4,,,1,CMAVO
oisaise'i,14,,,1,CMAVO
oisaizo'o,7,,,1,CMAVO
oise'i,24,,,1,CMAVO
oise'inai,6,,,1,CMAVO
oise'iro'e,2,,,1,CMAVO
oizo'o,10,,,1,CMAVO
oke,6,,,1,CMAVO
oki,1,,,1,CMAVO
okike,1,,,1,CMAVO
oko,7,,,1,CMAVO
ola,20,,,1,CMAVO
ole,133,question_mark,,1,CMAVO
oleni,1,,,1,CMAVO
oli,15,,,1,CMAVO
olo,14,,,1,CMAVO
olosei,1,question_mark,,1,CMAVO
olu,3,,,1,CMAVO
oma,4,,,1,CMAVO
omi,24,,,1,CMAVO
omine,2,,,1,CMAVO
onai,112,,,1,CMAVO
ono,21,question_mark,,1,CMAVO
onodo,3,,,1,CMAVO
onoly,1,question_mark,11,1,CMAVO
opa,10,question_mark,,1,CMAVO
ora,46,question_mark,,1,CMAVO
ore,62,question_mark,,1,CMAVO
ori,19,question_mark,,1,CMAVO
oro,27,question_mark,,1,CMAVO
oroci,1,question_mark,,1,CMAVO
oromo,8,question_mark,,1,CMAVO
oru,10,question_mark,,1,CMAVO
ota,25,question_mark,,1,CMAVO
oti,14,,,1,CMAVO
*p'ou,4,,,1,CMAVO4
pa'aco'a,2,,,1,CMAVO4
pa'aku,40,,,1,CMAVO
pa'anai,5,,,1,CMAVO
pa'edai,1,,,1,CMAVO
pa'ele'o,2,,,1,CMAVO4
pa'enai,1,,,1,CMAVO
pa'ero'a,7,,,1,CMAVO4
pa'ese'inai,1,,,1,CMAVO
pa'omo'i,12,,,1,CMAVO
pabi,16,,,1,CMAVO
pabi'ida'a,2,,,1,CMAVO
pabi'ire,1,,,1,CMAVO
pabi'ore,2,,,1,CMAVO
pabi'oxamoi,1,,,1,CMAVO4
pabiki'ofeiki'osono,5,,,1,CMAVO4
pabimo'o,2,,,1,CMAVO
pabimu,2,,,1,CMAVO
pabimuci,4,,,1,CMAVO4
pabirepa,8,,,1,CMAVO4
paboi,68,,,1,CMAVO
pace,440,question_mark,,1,CMAVO
paci,23,,,1,CMAVO
pacimei,8,,,1,CMAVO4
pacimo'o,4,,,1,CMAVO
pacimoi,7,,,1,CMAVO
pacino,1,,,1,CMAVO
pacipi'ecino,2,,,1,CMAVO
pacivoze,3,,,1,CMAVO4
pacu'o,2,,,1,CMAVO
pada,136,,,1,CMAVO
pade,13,,,1,CMAVO
padi,2,,,1,CMAVO
pafi'uci,62,,,1,CMAVO
pafi'ucisi'e,14,,,1,CMAVO
paidi,4,,,1,CMAVO
paira'era'e,1,,,1,CMAVO
paire,3,,,1,CMAVO
paji'ire,30,,,1,CMAVO
paji'ireroi,1,,,1,CMAVO
pakau,3,,,1,CMAVO
paki'o,11,,,1,CMAVO
paki'oki'o,3,,,1,CMAVO
paki'omei,9,,,1,CMAVO
paki'ososobi,3,,,1,CMAVO
paki'ovovono,2,,,1,CMAVO
pala,40,,,1,CMAVO
palai,13,,,1,CMAVO
palare,1,question_mark,,1,CMAVO
palau,12,question_mark,,1,CMAVO
pale,127,question_mark,,1,CMAVO
palemi,4,,,1,CMAVO4
pali,40,,,1,CMAVO
palo,87,,,1,CMAVO
paloca,1,,,1,CMAVO
paloma,1,question_mark,11,1,CMAVO
palore,2,,,1,CMAVO4
palu'alu'e,1,,,1,CMAVO4
pama,23,,,1,CMAVO
pamai,78,,,1,CMAVO
pamaitu'e,6,,,1,CMAVO
pamau,1,,,1,CMAVO
pamei,325,,,1,CMAVO
pami,5,,,1,CMAVO
pamo'o,35,,,1,CMAVO
pamoi,502,,,1,CMAVO
pamu,49,,,1,CMAVO
pamumo'o,2,,,1,CMAVO
pamupi'eba,3,,11,1,CMAVO
pamupimu,1,,,1,CMAVO4
pano,246,,,1,CMAVO
panoce'i,3,,,1,CMAVO
panoji'ireno,8,,,1,CMAVO
panoki'o,4,,,1,CMAVO
panomei,14,,,1,CMAVO
panomo'o,2,,,1,CMAVO
panomoi,23,,,1,CMAVO
panono,20,,,1,CMAVO
panonomei,3,,,1,CMAVO
panonomoi,1,,,1,CMAVO
panonono,3,,,1,CMAVO
panononono,6,,,1,CMAVO4
panonopa,1,,,1,CMAVO
papa,221,question_mark,,1,CMAVO
papagai,1,question_mark,,1,CMAVO
papaki'o,2,,,1,CMAVO
papaki'omei,2,,,1,CMAVO
papamo'o,2,,,1,CMAVO
papamoi,10,,,1,CMAVO
papanono,3,,,1,CMAVO
papapa,3,,,1,CMAVO
papapapa,6,,,1,CMAVO
papapapapapapapapapa,2,,,1,CMAVO
papapapapapapapapapapapapapapapapapapapa,4,x,,,CMAVO
papapi'e,6,,,1,CMAVO
papavo,1,,,1,CMAVO
papi,3,,,1,CMAVO
papi'ebi,2,,,1,CMAVO
papi'ecimoi,3,,,1,CMAVO
papi'emu,5,,,1,CMAVO
papi'emumoi,2,,,1,CMAVO
papi'epa,2,,,1,CMAVO
papi'eremoi,2,,,1,CMAVO
papi'evomoi,2,,,1,CMAVO
papi'exa,2,,,1,CMAVO
papi'examoi,2,,,1,CMAVO
papibi,1,,,1,CMAVO
papibimuji'i,2,,,1,CMAVO
papimu,14,,,1,CMAVO
papino,9,,,1,CMAVO
papinomoi,48,,,1,CMAVO
papinora'e,4,,,1,CMAVO
papiso,1,,,1,CMAVO
papisu'e,3,,,1,CMAVO
papixa,2,,,1,CMAVO
papo'o,2,,,1,CMAVO4
para,395,question_mark,,1,CMAVO
parai,1,question_mark,,1,CMAVO
paramo,1,question_mark,,1,CMAVO
pare,99,,,1,CMAVO
pare'u,32,,,1,CMAVO
parece,3,,,1,CMAVO
parecido,2,,,1,CMAVO
parecinovo,2,,,1,CMAVO
parecivomuxazebisono,8,,,1,CMAVO
paremei,4,,,1,CMAVO
paremo'o,2,,,1,CMAVO
paremoi,4,,,1,CMAVO
pareno,6,,,1,CMAVO
parenoki'o,12,,,1,CMAVO
pareze,3,,,1,CMAVO4
pari,6,,,1,CMAVO
paroi,99,,,1,CMAVO
paroiki,4,,,1,CMAVO4
paroikiku,2,,,1,CMAVO4
paroiku,19,,,1,CMAVO
paroipo'oku,2,,,1,CMAVO
parola,32,question_mark,,1,CMAVO
parole,32,question_mark,,1,CMAVO
parolo,5,question_mark,,1,CMAVO
paromei,9,,,1,CMAVO4
paru,1,,,1,CMAVO
pasau,1,question_mark,,1,CMAVO
paso,25,,,1,CMAVO
pasobino,5,,,1,CMAVO4
pasobinomei,5,,,1,CMAVO4
pasocibi,8,,,1,CMAVO
pasomei,2,,,1,CMAVO
pasomo'o,4,,,1,CMAVO
pasosono,3,,,1,CMAVO4
pasosopa,5,,,1,CMAVO
pasosore,2,,,1,CMAVO4
pasososo,2,,,1,CMAVO
pasososomoi,4,,,1,CMAVO
pasosoxa,2,,,1,CMAVO
pasosoxajoi,12,question_mark,,1,CMAVO
pasoxaxa,18,,,1,CMAVO
pasoxaze,4,,,1,CMAVO
pata,8,,,1,CMAVO
pati,3,,,1,CMAVO
paticu,1,question_mark,,1,CMAVO
patu,1,,,1,CMAVO
paubu,1,,,1,CMAVO4
pauci,1,,,1,CMAVO
paucu,1,question_mark,,1,CMAVO
paunai,117,,,1,CMAVO
paunaiku,2,,,1,CMAVO
paunaipau,2,,,1,CMAVO
paupei,5,,,1,CMAVO
pausai,8,,,1,CMAVO4
pause,521,question_mark,,1,CMAVO
pause'i,1,,,1,CMAVO4
pave'o,1,,,1,CMAVO
pavo,25,,,1,CMAVO
pavomo'o,2,,,1,CMAVO
pavomoi,1,,,1,CMAVO4
pavoso,1,,,1,CMAVO
pavosore,8,,,1,CMAVO
paxa,9,,,1,CMAVO
paxaki'o,1,,,1,CMAVO
paxamo'o,2,,,1,CMAVO
paxamoi,7,,,1,CMAVO
paxano,4,,,1,CMAVO
paxe'e,13,,,1,CMAVO
paxi,1,question_mark,,1,CMAVO
paze,17,,,1,CMAVO
pazemo'o,2,,,1,CMAVO
pazemoi,2,,,1,CMAVO
pazepi'ecino,2,,,1,CMAVO
pazereze,2,,,1,CMAVO
pe'anai,3,,,1,CMAVO
pe'azo'o,1,,,1,CMAVO
pe'eje,8,,,1,CMAVO
pe'ejebabo,1,,,1,CMAVO
pe'ica'e,1,,,1,CMAVO
pe'icai,13,,,1,CMAVO4
pe'icu'i,10,,,1,CMAVO
pe'icu'iji'a,2,,,1,CMAVO
pe'idai,10,,,1,CMAVO
pe'idaidai,9,,,1,CMAVO
pe'iga'inai,6,,,1,CMAVO
pe'iji'a,10,,,1,CMAVO
pe'inai,3,,,1,CMAVO
pe'inaika'u,1,,,1,CMAVO4
pe'inairu'e,2,,,1,CMAVO
pe'ipei,220,,,1,CMAVO
pe'iru'e,10,,,1,CMAVO
pe'isai,2,,,1,CMAVO
pe'ise'inai,19,,,1,CMAVO4
pe'izo'o,3,,,1,CMAVO
pe'ucai,2,,,1,CMAVO
pe'uda,2,,,1,CMAVO
pe'udo,1,,,1,CMAVO4
pe'udo'u,9,,,1,CMAVO4
pe'udoi,4,,,1,CMAVO
pe'udoido,4,,,1,CMAVO4
pe'uki'e,1,,,1,CMAVO
pe'upei,2,,,1,CMAVO4
pe'usai,3,,,1,CMAVO
peba,2,,,1,CMAVO
pebau,22,,,1,CMAVO
pebu,1,,,1,CMAVO
pebu'u,11,,,1,CMAVO
peca,1,,,1,CMAVO
peca'a,2,,,1,CMAVO4
pecau,2,,,1,CMAVO
pecu'u,5,,,1,CMAVO
peda,2,,,1,CMAVO
peda'u,1,,,1,CMAVO
pede,7,,,1,CMAVO
pede'i,6,,,1,CMAVO
pede'u,1,,11,1,CMAVO
pedi,7,,,1,CMAVO
pedi'o,3,,,1,CMAVO
pedo,4,,,1,CMAVO
pedu'i,3,,,1,CMAVO4
pedu'o,2,,,1,CMAVO
pefa'a,1,,,1,CMAVO4
pefai,1,question_mark,,1,CMAVO
pefaikau,2,question_mark,,1,CMAVO
pefi'a,10,,,1,CMAVO
pefi'e,21,,,1,CMAVO
pefi'i,6,,,1,CMAVO
pega'u,4,,,1,CMAVO4
peikau,7,question_mark,,1,CMAVO
peina'i,2,,,1,CMAVO
peinai,4,,,1,CMAVO
peipaucu'i,1,,,1,CMAVO
peipe'i,13,,,1,CMAVO
pekai,3,question_mark,,1,CMAVO
peki,7,question_mark,,1,CMAVO
peki'i,30,,,1,CMAVO
peko'a,3,,,1,CMAVO4
peko'o,2,,,1,CMAVO
peku'i,1,,,1,CMAVO4
peku'u,2,,,1,CMAVO4
pela,16,,,1,CMAVO
pela'u,8,,,1,CMAVO4
pele,41,question_mark,,1,CMAVO
pele'a,5,,,1,CMAVO4
pelei,6,,,1,CMAVO
pelema'a,2,,,1,CMAVO
peli,8,,,1,CMAVO
pelo,17,,,1,CMAVO
pelo'e,1,,,1,CMAVO
peloi,3,,,1,CMAVO4
peloimelai,2,,,1,CMAVO4
pelota,5,question_mark,,1,CMAVO
pema'e,2,,,1,CMAVO4
peme'e,29,,,1,CMAVO
pemi,6,,,1,CMAVO
pemi'a,2,,,1,CMAVO
pemu'u,4,,,1,CMAVO4
pene'a,6,,,1,CMAVO4
pene'ale,2,,,1,CMAVO4
pene'i,6,,,1,CMAVO4
pene'o,1,,,1,CMAVO4
peni'a,3,,,1,CMAVO
peno,3,question_mark,,1,CMAVO
pepa'u,1,,,1,CMAVO4
pepi'o,2,,,1,CMAVO
pepuzi,2,,,1,CMAVO
pera,7,,,1,CMAVO
pera'a,4,,,1,CMAVO
pera'i,4,,,1,CMAVO4
pere,7,question_mark,,1,CMAVO
pere'o,7,,,1,CMAVO4
pereda,1,,,1,CMAVO
perei,1,question_mark,,1,CMAVO
pereira,4,question_mark,,1,CMAVO
peri,22,,,1,CMAVO
peri'odo,1,,,1,CMAVO
pero,81,question_mark,,1,CMAVO
peru,67,question_mark,,1,CMAVO
peru'uku,6,,,1,CMAVO
pese,1,,,1,CMAVO
peseba'i,13,,,1,CMAVO
pesecau,3,,,1,CMAVO
pesecu'u,5,,,1,CMAVO
pesekai,6,,,1,CMAVO
pesepa'a,4,,,1,CMAVO
pesepi'o,4,,,1,CMAVO
pesera'a,4,,,1,CMAVO
pesetai,2,,,1,CMAVO
pesetu'i,4,,,1,CMAVO
peta,12,,,1,CMAVO
peta'i,6,,,1,CMAVO4
pete'e,2,,,1,CMAVO
peti,7,,,1,CMAVO
peti'i,2,,,1,CMAVO
petu'i,15,,,1,CMAVO
peva'o,2,,,1,CMAVO4
peva'onai,1,,,1,CMAVO
pevaku,1,,,1,CMAVO4
peve'a,3,,,1,CMAVO4
pevi,63,,,1,CMAVO
pevige'u,1,,,1,CMAVO4
pevive'a,1,,,1,CMAVO4
pevu,2,,,1,CMAVO4
peza,3,,,1,CMAVO
pezo'a,2,,,1,CMAVO4
pezu,2,,11,1,CMAVO
pi'ecibi,2,,,1,CMAVO
pi'enoroi,1,,,1,CMAVO
pi'epasosopa,1,,,1,CMAVO4
pi'epasososo,10,,,1,CMAVO
pi'epi'e,10,question_mark,,1,CMAVO
pi'erepasovo,2,,,1,CMAVO
pi'eso,2,,,1,CMAVO4
pi'esopa,2,,,1,CMAVO4
pi'exa,10,,,1,CMAVO
pi'eze,1,,,1,CMAVO4
pi'ici,1,,,1,CMAVO4
pi'ugi,1,,,1,CMAVO
pibi,2,,,1,CMAVO
pibimu,20,,,1,CMAVO
pici,2,,,1,CMAVO4
piciki'o,2,,,1,CMAVO
pida'a,4,,,1,CMAVO
pida'ari,6,,,1,CMAVO
pidu'e,2,,,1,CMAVO
pidu'emei,10,,,1,CMAVO
piji'i,6,,,1,CMAVO
piji'iro,2,,,1,CMAVO4
pime'imei,2,,,1,CMAVO
pimo'a,2,,,1,CMAVO4
pimo'ale,4,,,1,CMAVO4
pimo'amei,2,,,1,CMAVO
pimu,231,,,1,CMAVO
pimudo,18,,,1,CMAVO
pimuji'i,2,,,1,CMAVO
pimumei,6,,,1,CMAVO
pimusei,1,,,1,CMAVO
pimusi'e,8,,,1,CMAVO
pini'umei,10,,,1,CMAVO
pinomu,14,,,1,CMAVO
pinonopa,1,,,1,CMAVO
pinopa,19,,,1,CMAVO
pinopacu'o,2,,,1,CMAVO
pinore,1,,,1,CMAVO
pipa,2,,,1,CMAVO
pipai,2,question_mark,,1,CMAVO
pipari,1,,,1,CMAVO
pirau,3,question_mark,,1,CMAVO
pirauroi,4,,,1,CMAVO
pire,9,,,1,CMAVO
piremu,4,,,1,CMAVO4
piresi'e,2,,,1,CMAVO4
piro,865,,,1,CMAVO
piroi,9,,,1,CMAVO
piroko'a,3,,,1,CMAVO
piroku,1,question_mark,,1,CMAVO4
pirole,7,,,1,CMAVO4
piroleimi,4,,,1,CMAVO4
piroloi,15,,,1,CMAVO
piromei,4,,,1,CMAVO4
piroroi,2,,,1,CMAVO4
pirosi'e,5,,,1,CMAVO
pirozo'e,1,,,1,CMAVO4
piso,53,,,1,CMAVO
piso'a,58,,,1,CMAVO
piso'aci,10,,,1,CMAVO4
piso'acu'o,1,,,1,CMAVO4
piso'acu'oku,1,,,1,CMAVO4
piso'ado,1,,,1,CMAVO4
piso'amei,9,,,1,CMAVO
piso'are,2,,,1,CMAVO4
piso'aroi,9,,,1,CMAVO4
piso'aroiku,2,,,1,CMAVO
piso'asi'e,2,,,1,CMAVO
piso'e,51,,,1,CMAVO
piso'ecu'o,2,,,1,CMAVO
piso'emei,1,,,1,CMAVO4
piso'eroi,3,,,1,CMAVO
piso'eroiku,2,,,1,CMAVO
piso'i,85,,,1,CMAVO
piso'imei,6,,,1,CMAVO4
piso'iroi,18,,,1,CMAVO
piso'o,16,,,1,CMAVO
piso'ocu'o,2,,,1,CMAVO
piso'oda,4,,,1,CMAVO
piso'olei,2,,,1,CMAVO
piso'oroi,18,,,1,CMAVO
piso'oso'e,3,,,1,CMAVO
piso'u,39,,,1,CMAVO
piso'ucu'o,2,,,1,CMAVO4
piso'umei,22,,,1,CMAVO
piso'umoi,2,,,1,CMAVO4
piso'uroi,16,,,1,CMAVO
piso'uso'e,3,,,1,CMAVO
pisomu,1,,,1,CMAVO
pisoni,1,,,1,CMAVO
pisoso,9,,,1,CMAVO
pisoxa,5,,,1,CMAVO
pisozu,1,,,1,CMAVO
pisu'e,1,,,1,CMAVO
pisu'eba'eso'u,1,,,1,CMAVO4
pisu'epimu,8,,,1,CMAVO
pisu'eso'omei,1,,,1,CMAVO4
pisu'o,350,,,1,CMAVO
pisu'oba'eso'u,2,,,1,CMAVO4
pisu'ocu'o,2,,,1,CMAVO
pisu'ole,1,,,1,CMAVO
pisu'oloi,1,,,1,CMAVO4
pisu'ono,1,,,1,CMAVO
pisu'opi,2,,,1,CMAVO
pisu'opimu,8,,,1,CMAVO
pisu'opire,4,,,1,CMAVO
pisu'ori,4,,,1,CMAVO4
pisu'osi'e,9,,,1,CMAVO
pisu'oso'u,2,,,1,CMAVO4
pitu'o,2,,,1,CMAVO
pivo,3,,,1,CMAVO
pixo,2,,,1,CMAVO
pixoda,1,,,1,CMAVO
pixokau,3,question_mark,,1,CMAVO
pixukau,1,question_mark,,1,CMAVO
piza'u,2,,,1,CMAVO
pize,1,,,1,CMAVO
pizemu,1,,,1,CMAVO4
pizemusi'e,2,,,1,CMAVO
po'afa'e,2,,,1,CMAVO4
po'agi'e,3,,,1,CMAVO4
po'aru'a,1,,,1,CMAVO
po'okau,3,,,1,CMAVO
po'onai,42,,,1,CMAVO
po'opei,4,,,1,CMAVO
po'osa'a,5,,,1,CMAVO4
po'unai,2,,,1,CMAVO
po'usa'a,1,,,1,CMAVO4
pode,2,,,1,CMAVO
poiku'i,1,,,1,CMAVO4
poila'a,2,,,1,CMAVO4
poise,4,question_mark,,1,CMAVO
poizi'anoi,2,,,1,CMAVO
poki,10,question_mark,,1,CMAVO
pola,3,,,1,CMAVO
pole,167,question_mark,,1,CMAVO
poli,21,,,1,CMAVO
polo,17,question_mark,,1,CMAVO
poma,2,,,1,CMAVO
pomi,3,,,1,CMAVO
pony,724,question_mark,11,1,CMAVO
pora,4,,,1,CMAVO
pore,13,question_mark,,1,CMAVO
pori,2,,,1,CMAVO
poro,16,question_mark,,1,CMAVO
poroi,3,,,1,CMAVO4
porola,1,question_mark,,1,CMAVO
poru,1,,,1,CMAVO
pose'e,2,,,1,CMAVO
pota,1,,,1,CMAVO
poti,4,,,1,CMAVO
*pou,1,,,1,CMAVO4
pu'acai,1,,,1,CMAVO
pu'inai,7,,,1,CMAVO
pu'oba'o,1,,,1,CMAVO
pu'omo'u,2,,,1,CMAVO
pu'onaijeca'o,1,,,1,CMAVO
pu'oza,1,,,1,CMAVO
pu'ujemu'e,2,,,1,CMAVO4
puba,15,,,1,CMAVO
puba'o,19,,,1,CMAVO
pubaku,6,,,1,CMAVO
pubi'iba,10,,,1,CMAVO
pubi'ica,2,,,1,CMAVO4
pubu,1,,,1,CMAVO
puca,23,,,1,CMAVO
puca'a,34,,,1,CMAVO
puca'ajecaka'e,1,,,1,CMAVO
puca'o,24,,,1,CMAVO
pucaki,3,,,1,CMAVO4
pucaze'a,2,,,1,CMAVO4
puce,2,,,1,CMAVO
puco'a,23,,,1,CMAVO
puco'aku,24,,,1,CMAVO
puco'u,6,,,1,CMAVO
puco'uba,6,,,1,CMAVO
puco'uku,6,,,1,CMAVO
pufe'eroroi,1,,,1,CMAVO4
pugi,5,,,1,CMAVO
pujaba,2,,,1,CMAVO
pujaca,3,,,1,CMAVO
puje'iba,2,,,1,CMAVO
pujeba,12,,,1,CMAVO
pujeba'eca,2,,,1,CMAVO
pujebaji'a,3,,,1,CMAVO4
pujebaku,6,,,1,CMAVO
pujebocanai,4,,,1,CMAVO
pujeca,59,,,1,CMAVO
pujecaca'a,3,,,1,CMAVO4
pujecaca'o,3,,,1,CMAVO
pujecajeba,8,,,1,CMAVO4
pujecaki,2,,,1,CMAVO
pujecanai,15,,,1,CMAVO
pujecaze'a,3,,,1,CMAVO4
pujenaica,2,,,1,CMAVO
pujenaicalemu'i,2,,,1,CMAVO4
pujesemauca,6,,,1,CMAVO
pujevi'eku,1,,,1,CMAVO4
pujo'uca,2,,,1,CMAVO4
pujoiba,10,,,1,CMAVO
puka'e,2,,,1,CMAVO
puke,34,question_mark,,1,CMAVO
puki,72,,,1,CMAVO
pukiku,8,,,1,CMAVO
puku,96,,,1,CMAVO
puku'anoroi,8,,,1,CMAVO
pukucaki,8,,,1,CMAVO4
pukuki'e,2,,,1,CMAVO
pula,10,,,1,CMAVO
pulai,1,,,1,CMAVO
pulenu,11,,,1,CMAVO
pulo,1,,,1,CMAVO
pulu,2,,,1,CMAVO
puma,1,question_mark,11,1,CMAVO
pumi,1,,,1,CMAVO
pumo,3,,,1,CMAVO
pumo'u,10,,,1,CMAVO
puna'e,1,,,1,CMAVO4
puna'o,2,,,1,CMAVO
punai,70,,,1,CMAVO
punaijeba,3,,,1,CMAVO4
punaijeca,6,,,1,CMAVO4
punaijecajebanai,1,,,1,CMAVO4
punaijecanai,3,,,1,CMAVO4
punaijecanaijeba,6,,,1,CMAVO
punaixu,7,,,1,CMAVO4
pune'a,2,,,1,CMAVO4
puni,3,,,1,CMAVO
punoroi,5,,,1,CMAVO4
punu,4,,,1,CMAVO
puparoi,3,,,1,CMAVO4
pupu'i,1,,,1,CMAVO
pupu'o,10,,,1,CMAVO
pupujeca,2,,,1,CMAVO4
pupupu,1,,,1,CMAVO
pupupukiku,3,,,1,CMAVO
pupupupu,2,,,1,CMAVO
pupupupupupupupupupupupu,2,,,1,CMAVO
pupuze'ico'a,1,,,1,CMAVO
pupuziki,5,,,1,CMAVO4
pura,16,,,1,CMAVO
pure,1173,question_mark,,1,CMAVO
puri,1,,,1,CMAVO
puroroi,1,,,1,CMAVO4
puse,2,,,1,CMAVO
puta,13,,,1,CMAVO
puta'e,28,,,1,CMAVO
puti,1,,,1,CMAVO
putu'a,1,,,1,CMAVO
puva,8,,,1,CMAVO
puvi,9,,,1,CMAVO
puvi'eku,5,,,1,CMAVO4
puvi'uku,2,,,1,CMAVO4
puvine'iva,2,,,1,CMAVO4
puvive'a,2,,,1,CMAVO4
puviza,2,,,1,CMAVO4
puxe'i,3,question_mark,,1,CMAVO
puxipa,3,,,1,CMAVO
puxire,3,,,1,CMAVO
puxirejeva,7,,,1,CMAVO4
puxiso'e,8,,,1,CMAVO4
puza,133,,,1,CMAVO
puza'o,4,,,1,CMAVO
puzairu'i,1,,,1,CMAVO4
puzalo,1,,,1,CMAVO
puzapu,2,,,1,CMAVO
puzavi,5,,,1,CMAVO4
puzazi,1,,,1,CMAVO4
puze'a,35,,,1,CMAVO
puze'aca,6,,,1,CMAVO
puze'aki,2,,,1,CMAVO4
puze'aku,4,,,1,CMAVO
puze'apu,4,,,1,CMAVO
puze'e,8,,,1,CMAVO
puze'epu,2,,,1,CMAVO
puze'i,2,,,1,CMAVO
puze'u,31,,,1,CMAVO
puze'uba,4,,,1,CMAVO
puze'uca'a,1,,,1,CMAVO4
puze'uki,1,,,1,CMAVO4
puze'uku,1,,,1,CMAVO4
puze'upuku,2,,,1,CMAVO
puzi,311,,,1,CMAVO
puziba,1,,,1,CMAVO
puziba'o,4,,,1,CMAVO
puzico'adi'a,1,,,1,CMAVO
puzico'aku,10,,,1,CMAVO
puzijenaica,1,,,1,CMAVO4
puzika'e,7,,,1,CMAVO4
puziki,2,,,1,CMAVO
puziku,8,,,1,CMAVO
puzipu'o,2,,,1,CMAVO4
puzivaje'o,1,,,1,CMAVO4
puzize'u,2,,,1,CMAVO
puzize'upu,1,,,1,CMAVO
puzu,108,,,1,CMAVO
puzu'a,4,,,1,CMAVO
puzu'aku,6,,,1,CMAVO
puzu'u,1,,,1,CMAVO
puzuba'o,1,,,1,CMAVO4
puzubazuku,20,,,1,CMAVO
puzuco'aku,10,,,1,CMAVO
puzuki,16,,,1,CMAVO
puzukiku,8,,,1,CMAVO
puzuku,73,,,1,CMAVO
puzupe'i,1,,,1,CMAVO
puzuso'iroi,3,,,1,CMAVO
puzuve'u,1,,,1,CMAVO
puzuvu,13,,,1,CMAVO
puzuzai,3,,,1,CMAVO4
puzuze'a,8,,,1,CMAVO
puzuze'u,7,,,1,CMAVO4
puzuze'udi'i,1,,11,1,CMAVO
puzuze'uku,2,,,1,CMAVO4
puzuzuzu,1,,,1,CMAVO
pycy,11,,,,LERFU COMPOUND4
pylysy,5,,,,LERFU COMPOUND4
pysyjysy,13,,,,LERFU COMPOUND4
ra'anai,9,,,1,CMAVO4
ra'iku,2,,,1,CMAVO4
ra'inai,1,,,1,CMAVO
ra'ivi,5,,,1,CMAVO4
ra'onai,1,,,1,CMAVO
ra'ucu'i,2,,,1,CMAVO
ra'unai,57,,,1,CMAVO
rabu,3,,,1,CMAVO
radu,3,,,1,CMAVO
rai'i,2,question_mark,,1,CMAVO
rai'igau,2,question_mark,11,1,CMAVO
raiki,1,,,1,CMAVO
raire,1,question_mark,,1,CMAVO
raise,806,question_mark,,1,CMAVO
raiti,1,,,1,CMAVO
rajoiri,1,,,1,CMAVO4
rane,7,,,1,CMAVO
raneta'i,1,,,1,CMAVO4
rape,81,question_mark,,1,CMAVO
rapo,37,question_mark,,1,CMAVO
rauda,6,,,1,CMAVO
raulai,1,,,1,CMAVO
rauma,2,,,1,CMAVO
raumei,19,,,1,CMAVO
rauroi,8,,,1,CMAVO
rauta,1,question_mark,,1,CMAVO
re'ecai,1,,,1,CMAVO4
re'enai,2,,,1,CMAVO
re'icai,4,,,1,CMAVO
re'inai,9,,,1,CMAVO
re'isai,1,,11,1,CMAVO
re'ove'u,1,,11,1,CMAVO
re'u,76,,,1,CMAVO
rebi,12,,,1,CMAVO
reboi,45,,,1,CMAVO
rece,2,question_mark,,1,CMAVO
reci,11,,,1,CMAVO
recigeixa,4,question_mark,,1,CMAVO
recimoi,2,,,1,CMAVO4
recinomoi,4,,,1,CMAVO
recinonopinononononono,1,,,1,CMAVO4
recinotu'o,1,,,1,CMAVO4
recipi'ecino,2,,,1,CMAVO
recipi'evono,1,,,1,CMAVO
recitu'otu'o,1,,,1,CMAVO4
recivoki'o,8,,,1,CMAVO
reda,41,,,1,CMAVO
rede,15,,,1,CMAVO
redi,6,,,1,CMAVO
redice,1,question_mark,,1,CMAVO
redo,80,,,1,CMAVO
redoi,5,,,1,CMAVO
refi'ici,1,,,1,CMAVO4
refi'uci,2,,,1,CMAVO
refi'ucisi'e,4,,,1,CMAVO
refi'umu,13,,,1,CMAVO
refi'umucu'o,2,,,1,CMAVO
regale,1,question_mark,,1,CMAVO
