rafsi_or_cmavo	rafsi_or_cmavo_shape	rafsi_or_cmavo_len	gismu	gismu_shape	gismu_pos	as_rafsi_ini	as_rafsi_med	as_rafsi_fin	as_rafsi	percentage_ini	percentage_med	percentage_fin	as_gismu	as_cmavo	gismu:1	gismu_freq
pe'o	CAA	3	pendo	CACCA	1 2 5	3	0	103	106	0.0	0.0	0.0	0	0	pendo	172.0
ped	CAC	3	pendo	CACCA	1 2 4	40	0	0	40	100.0	0.0	0.0	0	0	pendo	172.0
pendo	CACCA	5	pendo	CACCA	1 2 3 4 5	0	0	26	26	0.0	0.0	100.0	627	0	pendo	172.0
pend	CACC	4	pendo	CACCA	1 2 3 4	0	0	0	0				0	0	pendo	172.0
pe'i	CAA	3	penmi	CACCA	1 2 5	116	18	81	215	0.0	0.0	0.0	0	0	penmi	293.0
pen	CAC	3	penmi	CACCA	1 2 3	73	5	0	78	0.0	0.0	0.0	0	0	penmi	293.0
penm	CACC	4	penmi	CACCA	1 2 3 4	0	0	0	0				0	0	penmi	293.0
penmi	CACCA	5	penmi	CACCA	1 2 3 4 5	0	0	0	0				481	0	penmi	293.0
pei	CAA	3	pensi	CACCA	1 2 5	51	26	123	200	0.0	0.0	0.0	0	0	pensi	229.0
pes	CAC	3	pensi	CACCA	1 2 4	20	0	0	20	100.0	0.0	0.0	0	0	pensi	229.0
pensi	CACCA	5	pensi	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	738	0	pensi	229.0
pens	CACC	4	pensi	CACCA	1 2 3 4	1	0	0	1	100.0	0.0	0.0	0	0	pensi	229.0
per	CAC	3	perli	CACCA	1 2 3	12	0	0	12	100.0	0.0	0.0	0	0	perli	13.0
perli	CACCA	5	perli	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	28	0	perli	13.0
pex	CAC	3	pesxu	CACCA	1 2 4	6	5	0	11	0.0	0.0	0.0	0	0	pesxu	13.0
pesxu	CACCA	5	pesxu	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	5	0	pesxu	13.0
petso	CACCA	5	petso	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	petso	3.0
pet	CAC	3	petso	CACCA	1 2 3	1	0	0	1	100.0	0.0	0.0	0	0	petso	3.0
pezli	CACCA	5	pezli	CACCA	1 2 3 4 5	0	0	72	72	0.0	0.0	100.0	109	0	pezli	110.0
pez	CAC	3	pezli	CACCA	1 2 3	38	0	0	38	100.0	0.0	0.0	0	0	pezli	110.0
piz	CAC	3	pi	CA	1 2 	2	0	0	2	100.0	0.0	0.0	0	0	pi	2.0
pic	CAC	3	picti	CACCA	1 25 3	1	1	0	2	0.0	0.0	0.0	0	0	picti	4.0
picti	CACCA	5	picti	CACCA	1 25 3 4 25	0	0	2	2	0.0	0.0	100.0	0	0	picti	4.0
pijne	CACCA	5	pijne	CACCA	1 2 3 4 5	0	0	6	6	0.0	0.0	100.0	29	0	pijne	9.0
pijn	CACC	4	pijne	CACCA	1 2 3 4	0	3	0	3	0.0	100.0	0.0	0	0	pijne	9.0
pikci	CACCA	5	pikci	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	24	0	pikci	4.0
pikta	CACCA	5	pikta	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	51	0	pikta	9.0
pi'i	CAA	3	pilji	CACCA	1 25 25	0	0	75	75	0.0	0.0	100.0	0	0	pilji	75.0
pi'a	CAA	3	pilka	CACCA	1 2 5	0	0	34	34	0.0	0.0	100.0	0	0	pilka	46.0
pil	CAC	3	pilka	CACCA	1 2 3	10	2	0	12	0.0	0.0	0.0	0	0	pilka	46.0
pilka	CACCA	5	pilka	CACCA	1 2 3 4 5	0	0	0	0				30	0	pilka	46.0
pli	CCA	3	pilno	CACCA	1 3 2	124	51	666	841	0.0	0.0	0.0	0	0	pilno	843.0
pilno	CACCA	5	pilno	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	1848	0	pilno	843.0
pi'u	CAA	3	pimlu	CACCA	1 2 5	0	0	21	21	0.0	0.0	100.0	0	0	pimlu	26.0
pim	CAC	3	pimlu	CACCA	1 2 3	5	0	0	5	100.0	0.0	0.0	0	0	pimlu	26.0
pinc	CACC	4	pinca	CACCA	1 2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	pinca	6.0
pinca	CACCA	5	pinca	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	19	0	pinca	6.0
pid	CAC	3	pindi	CACCA	1 25 4	24	0	0	24	100.0	0.0	0.0	0	0	pindi	29.0
pindi	CACCA	5	pindi	CACCA	1 25 3 4 25	0	0	5	5	0.0	0.0	100.0	53	0	pindi	29.0
pif	CAC	3	pinfu	CACCA	1 2 4	32	0	0	32	100.0	0.0	0.0	0	0	pinfu	34.0
pinfu	CACCA	5	pinfu	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	60	0	pinfu	34.0
pinji	CACCA	5	pinji	CACCA	1 25 3 4 25	0	0	7	7	0.0	0.0	100.0	66	0	pinji	10.0
pinj	CACC	4	pinji	CACCA	1 25 3 4	3	0	0	3	100.0	0.0	0.0	0	0	pinji	10.0
pinka	CACCA	5	pinka	CACCA	1 2 3 4 5	0	0	24	24	0.0	0.0	100.0	340	0	pinka	28.0
pik	CAC	3	pinka	CACCA	1 2 4	4	0	0	4	100.0	0.0	0.0	0	0	pinka	28.0
pink	CACC	4	pinka	CACCA	1 2 3 4	0	0	0	0				0	0	pinka	28.0
pinsi	CACCA	5	pinsi	CACCA	1 25 3 4 25	0	0	4	4	0.0	0.0	100.0	38	0	pinsi	4.0
pin	CAC	3	pinta	CACCA	1 2 3	15	1	0	16	0.0	0.0	0.0	0	0	pinta	17.0
pinta	CACCA	5	pinta	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	20	0	pinta	17.0
pinxe	CACCA	5	pinxe	CACCA	1 2 3 4 5	0	0	129	129	0.0	0.0	100.0	645	0	pinxe	146.0
pix	CAC	3	pinxe	CACCA	1 2 4	16	1	0	17	0.0	0.0	0.0	0	0	pinxe	146.0
pi'o	CAA	3	pipno	CACCA	13 2 5	17	2	30	49	0.0	0.0	0.0	0	0	pipno	49.0
xra	CCA	3	pixra	CACCA	3 4 5	41	20	76	137	0.0	0.0	0.0	0	0	pixra	140.0
pir	CAC	3	pixra	CACCA	1 2 4	0	3	0	3	0.0	100.0	0.0	0	0	pixra	140.0
pixr	CACC	4	pixra	CACCA	1 2 3 4	0	0	0	0				0	0	pixra	140.0
pixra	CACCA	5	pixra	CACCA	1 2 3 4 5	0	0	0	0				314	0	pixra	140.0
plana	CCACA	5	plana	CCACA	1 2 35 4 35	0	0	16	16	0.0	0.0	100.0	178	0	plana	20.0
plan	CCAC	4	plana	CCACA	1 2 35 4	4	0	0	4	100.0	0.0	0.0	0	0	plana	20.0
pla	CCA	3	platu	CCACA	1 2 3	20	12	225	257	0.0	0.0	0.0	0	0	platu	257.0
platu	CCACA	5	platu	CCACA	1 2 3 4 5	0	0	0	0				93	0	platu	257.0
lej	CAC	3	pleji	CCACA	2 3 4	51	1	0	52	0.0	0.0	0.0	0	0	pleji	99.0
le'i	CAA	3	pleji	CCACA	2 3 5	4	0	43	47	0.0	0.0	0.0	0	0	pleji	99.0
plej	CCAC	4	pleji	CCACA	1 2 3 4	0	0	0	0				0	0	pleji	99.0
pleji	CCACA	5	pleji	CCACA	1 2 3 4 5	0	0	0	0				184	0	pleji	99.0
pib	CAC	3	plibu	CCACA	1 3 4	2	0	0	2	100.0	0.0	0.0	0	0	plibu	3.0
plibu	CCACA	5	plibu	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	19	0	plibu	3.0
plini	CCACA	5	plini	CCACA	1 2 35 4 35	0	0	66	66	0.0	0.0	100.0	274	0	plini	70.0
plin	CCAC	4	plini	CCACA	1 2 35 4	2	2	0	4	0.0	0.0	0.0	0	0	plini	70.0
pi'e	CAA	3	plipe	CCACA	14 3 5	12	14	26	52	0.0	0.0	0.0	0	0	plipe	96.0
pip	CAC	3	plipe	CCACA	14 3 14	40	4	0	44	0.0	0.0	0.0	0	0	plipe	96.0
plis	CCAC	4	plise	CCACA	1 2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	plise	6.0
plise	CCACA	5	plise	CCACA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	1126	0	plise	6.0
pit	CAC	3	plita	CCACA	1 3 4	19	1	0	20	0.0	0.0	0.0	0	0	plita	30.0
plita	CCACA	5	plita	CCACA	1 2 3 4 5	0	0	10	10	0.0	0.0	100.0	30	0	plita	30.0
plixa	CCACA	5	plixa	CCACA	1 2 3 4 5	0	0	36	36	0.0	0.0	100.0	24	0	plixa	36.0
luj	CAC	3	pluja	CCACA	2 3 4	87	0	0	87	100.0	0.0	0.0	0	0	pluja	100.0
pluja	CCACA	5	pluja	CCACA	1 2 3 4 5	0	0	13	13	0.0	0.0	100.0	144	0	pluja	100.0
pluj	CCAC	4	pluja	CCACA	1 2 3 4	0	0	0	0				0	0	pluja	100.0
pu'a	CAA	3	pluka	CCACA	1 3 5	2	0	61	63	0.0	0.0	0.0	0	16	pluka	71.0
puk	CAC	3	pluka	CCACA	1 3 4	6	2	0	8	0.0	0.0	0.0	0	0	pluka	71.0
pluk	CCAC	4	pluka	CCACA	1 2 3 4	0	0	0	0				0	0	pluka	71.0
pluka	CCACA	5	pluka	CCACA	1 2 3 4 5	0	0	0	0				368	0	pluka	71.0
lu'a	CAA	3	pluta	CCACA	2 3 5	0	32	25	57	0.0	0.0	0.0	0	0	pluta	62.0
lut	CAC	3	pluta	CCACA	2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	pluta	62.0
plut	CCAC	4	pluta	CCACA	1 2 3 4	0	0	0	0				0	0	pluta	62.0
pluta	CCACA	5	pluta	CCACA	1 2 3 4 5	0	0	0	0				283	0	pluta	62.0
plo	CCA	3	polje	CACCA	1 3 2	18	1	8	27	0.0	0.0	0.0	0	0	polje	27.0
pol	CAC	3	polno	CACCA	1 25 3	2	0	0	2	100.0	0.0	0.0	0	0	polno	3.0
polno	CACCA	5	polno	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	0	0	polno	3.0
pon	CAC	3	ponjo	CACCA	1 25 3	23	0	0	23	100.0	0.0	0.0	0	0	ponjo	24.0
po'o	CAA	3	ponjo	CACCA	1 25 25	0	0	1	1	0.0	0.0	100.0	0	0	ponjo	24.0
po'e	CAA	3	ponse	CACCA	1 2 5	29	12	184	225	0.0	0.0	0.0	0	0	ponse	256.0
pos	CAC	3	ponse	CACCA	1 2 4	25	6	0	31	0.0	0.0	0.0	0	0	ponse	256.0
pons	CACC	4	ponse	CACCA	1 2 3 4	0	0	0	0				0	0	ponse	256.0
ponse	CACCA	5	ponse	CACCA	1 2 3 4 5	0	0	0	0				831	0	ponse	256.0
pop	CAC	3	porpi	CACCA	14 2 14	72	25	0	97	0.0	0.0	0.0	0	0	porpi	109.0
po'i	CAA	3	porpi	CACCA	14 2 5	1	0	11	12	0.0	0.0	0.0	0	0	porpi	109.0
porp	CACC	4	porpi	CACCA	14 2 3 14	0	0	0	0				0	0	porpi	109.0
porpi	CACCA	5	porpi	CACCA	14 2 3 14 5	0	0	0	0				184	0	porpi	109.0
poi	CAA	3	porsi	CACCA	1 2 5	11	83	158	252	0.0	0.0	0.0	0	0	porsi	305.0
por	CAC	3	porsi	CACCA	1 2 3	52	1	0	53	0.0	0.0	0.0	0	0	porsi	305.0
porsi	CACCA	5	porsi	CACCA	1 2 3 4 5	0	0	0	0				130	0	porsi	305.0
pot	CAC	3	porto	CACCA	1 25 4	1	0	0	1	100.0	0.0	0.0	0	0	porto	2.0
porto	CACCA	5	porto	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	32	0	porto	2.0
pal	CAC	3	prali	CCACA	1 3 4	16	0	0	16	100.0	0.0	0.0	0	0	prali	28.0
prali	CCACA	5	prali	CCACA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	36	0	prali	28.0
pam	CAC	3	prami	CCACA	1 3 4	122	14	3	139	0.0	0.0	0.0	0	0	prami	221.0
pa'i	CAA	3	prami	CCACA	1 3 5	12	0	66	78	0.0	0.0	0.0	0	0	prami	221.0
prami	CCACA	5	prami	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	1003	0	prami	221.0
pa'e	CAA	3	prane	CCACA	1 3 5	10	0	9	19	0.0	0.0	0.0	0	0	prane	19.0
pran	CCAC	4	prane	CCACA	1 2 3 4	0	0	0	0				0	0	prane	19.0
prane	CCACA	5	prane	CCACA	1 2 3 4 5	0	0	0	0				130	0	prane	19.0
pej	CAC	3	preja	CCACA	1 3 4	16	1	0	17	0.0	0.0	0.0	0	0	preja	27.0
pe'a	CAA	3	preja	CCACA	1 3 5	0	0	10	10	0.0	0.0	100.0	0	0	preja	27.0
prej	CCAC	4	preja	CCACA	1 2 3 4	0	0	0	0				0	0	preja	27.0
preja	CCACA	5	preja	CCACA	1 2 3 4 5	0	0	0	0				33	0	preja	27.0
pre	CCA	3	prenu	CCACA	1 2 3	103	23	838	964	0.0	0.0	0.0	0	0	prenu	964.0
pren	CCAC	4	prenu	CCACA	1 2 3 4	0	0	0	0				0	0	prenu	964.0
prenu	CCACA	5	prenu	CCACA	1 2 3 4 5	0	0	0	0				3856	0	prenu	964.0
rei	CAA	3	preti	CCACA	2 3 5	25	0	54	79	0.0	0.0	0.0	0	0	preti	84.0
ret	CAC	3	preti	CCACA	2 3 4	5	0	0	5	100.0	0.0	0.0	0	0	preti	84.0
pret	CCAC	4	preti	CCACA	1 2 3 4	0	0	0	0				0	0	preti	84.0
preti	CCACA	5	preti	CCACA	1 2 3 4 5	0	0	0	0				544	0	preti	84.0
pij	CAC	3	prije	CCACA	1 3 4	83	4	0	87	0.0	0.0	0.0	0	0	prije	99.0
prije	CCACA	5	prije	CCACA	1 2 3 4 5	8	0	4	12	0.0	0.0	0.0	137	0	prije	99.0
prij	CCAC	4	prije	CCACA	1 2 3 4	0	0	0	0				0	0	prije	99.0
pri	CCA	3	prina	CCACA	1 2 3	20	0	6	26	0.0	0.0	0.0	0	0	prina	26.0
prin	CCAC	4	prina	CCACA	1 2 3 4	0	0	0	0				0	0	prina	26.0
prina	CCACA	5	prina	CCACA	1 2 3 4 5	0	0	0	0				73	0	prina	26.0
prit	CCAC	4	pritu	CCACA	1 2 3 4	10	0	0	10	100.0	0.0	0.0	0	0	pritu	14.0
pritu	CCACA	5	pritu	CCACA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	119	0	pritu	14.0
ro'a	CAA	3	prosa	CCACA	2 3 5	0	0	64	64	0.0	0.0	100.0	0	0	prosa	68.0
ros	CAC	3	prosa	CCACA	2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	prosa	68.0
pros	CCAC	4	prosa	CCACA	1 2 3 4	0	0	0	0				0	0	prosa	68.0
prosa	CCACA	5	prosa	CCACA	1 2 3 4 5	0	0	0	0				98	0	prosa	68.0
ru'e	CAA	3	pruce	CCACA	2 3 5	4	1	22	27	0.0	0.0	0.0	0	0	pruce	27.0
pruc	CCAC	4	pruce	CCACA	1 2 3 4	0	0	0	0				0	0	pruce	27.0
pruce	CCACA	5	pruce	CCACA	1 2 3 4 5	0	0	0	0				131	0	pruce	27.0
pun	CAC	3	pruni	CCACA	1 3 4	2	9	0	11	0.0	0.0	0.0	0	0	pruni	11.0
rux	CAC	3	pruxi	CCACA	2 3 4	76	20	0	96	0.0	0.0	0.0	0	0	pruxi	166.0
ru'i	CAA	3	pruxi	CCACA	2 3 5	4	0	66	70	0.0	0.0	0.0	0	0	pruxi	166.0
prux	CCAC	4	pruxi	CCACA	1 2 3 4	0	0	0	0				0	0	pruxi	166.0
pruxi	CCACA	5	pruxi	CCACA	1 2 3 4 5	0	0	0	0				128	0	pruxi	166.0
pus	CAC	3	pu'i	CAA	1 2 	2	0	0	2	100.0	0.0	0.0	0	0	pu'i	2.0
puv	CAC	3	pu'u	CAA	1 24 	0	0	16	16	0.0	0.0	100.0	0	0	pu'u	16.0
pu'e	CAA	3	pulce	CACCA	1 2 5	5	0	4	9	0.0	0.0	0.0	0	0	pulce	9.0
puc	CAC	3	pulce	CACCA	1 2 4	0	0	0	0				0	0	pulce	9.0
pulj	CACC	4	pulji	CACCA	1 2 3 4	10	0	0	10	100.0	0.0	0.0	0	0	pulji	19.0
pulji	CACCA	5	pulji	CACCA	1 2 3 4 5	0	0	9	9	0.0	0.0	100.0	81	0	pulji	19.0
pulni	CACCA	5	pulni	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	pulni	2.0
pu'i	CAA	3	punji	CACCA	1 2 5	0	0	123	123	0.0	0.0	100.0	0	0	punji	123.0
punji	CACCA	5	punji	CACCA	1 2 3 4 5	0	0	0	0				207	0	punji	123.0
pul	CAC	3	punli	CACCA	1 2 4	5	0	0	5	100.0	0.0	0.0	0	0	punli	10.0
punli	CACCA	5	punli	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	10	0	punli	10.0
pru	CCA	3	purci	CACCA	1 3 2	358	10	30	398	0.0	0.0	0.0	0	0	purci	409.0
pur	CAC	3	purci	CACCA	1 2 3	8	0	0	8	100.0	0.0	0.0	0	0	purci	409.0
purci	CACCA	5	purci	CACCA	1 2 3 4 5	3	0	0	3	100.0	0.0	0.0	265	0	purci	409.0
purdi	CACCA	5	purdi	CACCA	1 2 3 4 5	0	0	29	29	0.0	0.0	100.0	60	0	purdi	44.0
pud	CAC	3	purdi	CACCA	1 2 4	15	0	0	15	100.0	0.0	0.0	0	0	purdi	44.0
pu'o	CAA	3	purmo	CACCA	1 2 5	0	0	42	42	0.0	0.0	100.0	0	0	purmo	42.0
racli	CACCA	5	racli	CACCA	1 2 3 4 5	2	0	22	24	0.0	0.0	0.0	136	0	racli	25.0
racl	CACC	4	racli	CACCA	1 2 3 4	0	1	0	1	0.0	100.0	0.0	0	0	racli	25.0
ractu	CACCA	5	ractu	CACCA	1 2 3 4 5	0	0	36	36	0.0	0.0	100.0	90	0	ractu	36.0
ra'o	CAA	3	radno	CACCA	1 2 5	0	0	10	10	0.0	0.0	100.0	0	0	radno	10.0
raf	CAC	3	rafsi	CACCA	1 2 3	44	8	0	52	0.0	0.0	0.0	0	0	rafsi	88.0
rafsi	CACCA	5	rafsi	CACCA	1 2 3 4 5	0	0	36	36	0.0	0.0	100.0	2398	0	rafsi	88.0
rafs	CACC	4	rafsi	CACCA	1 2 3 4	0	0	0	0				0	0	rafsi	88.0
rav	CAC	3	ragve	CACCA	1 2 4	10	0	0	10	100.0	0.0	0.0	0	0	ragve	18.0
ragve	CACCA	5	ragve	CACCA	1 2 3 4 5	2	0	6	8	0.0	0.0	0.0	56	0	ragve	18.0
raks	CACC	4	rakso	CACCA	1 2 3 4	6	0	0	6	100.0	0.0	0.0	0	0	rakso	7.0
rakso	CACCA	5	rakso	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	6	0	rakso	7.0
ra'u	CAA	3	raktu	CACCA	1 2 5	3	1	37	41	0.0	0.0	0.0	0	0	raktu	41.0
raktu	CACCA	5	raktu	CACCA	1 2 3 4 5	0	0	0	0				93	0	raktu	41.0
rac	CAC	3	ralci	CACCA	1 2 4	2	2	0	4	0.0	0.0	0.0	0	0	ralci	5.0
ralci	CACCA	5	ralci	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	34	0	ralci	5.0
ral	CAC	3	ralju	CACCA	1 2 3	53	4	0	57	0.0	0.0	0.0	0	0	ralju	72.0
ralju	CACCA	5	ralju	CACCA	1 2 3 4 5	0	0	15	15	0.0	0.0	100.0	387	0	ralju	72.0
ra'e	CAA	3	ralte	CACCA	1 2 5	1	0	18	19	0.0	0.0	0.0	0	0	ralte	19.0
ralte	CACCA	5	ralte	CACCA	1 2 3 4 5	0	0	0	0				49	0	ralte	19.0
rad	CAC	3	randa	CACCA	1 25 4	11	0	0	11	100.0	0.0	0.0	0	0	randa	14.0
randa	CACCA	5	randa	CACCA	1 25 3 4 25	0	0	3	3	0.0	0.0	100.0	32	0	randa	14.0
rango	CACCA	5	rango	CACCA	1 2 3 4 5	0	0	18	18	0.0	0.0	100.0	24	0	rango	26.0
rag	CAC	3	rango	CACCA	1 2 4	3	5	0	8	0.0	0.0	0.0	0	0	rango	26.0
rang	CACC	4	rango	CACCA	1 2 3 4	0	0	0	0				0	0	rango	26.0
ra'i	CAA	3	ranji	CACCA	1 2 5	29	2	30	61	0.0	0.0	0.0	0	0	ranji	61.0
ranj	CACC	4	ranji	CACCA	1 2 3 4	0	0	0	0				0	0	ranji	61.0
ranji	CACCA	5	ranji	CACCA	1 2 3 4 5	0	0	0	0				221	0	ranji	61.0
ram	CAC	3	ranmi	CACCA	1 2 4	31	11	0	42	0.0	0.0	0.0	0	0	ranmi	53.0
ranmi	CACCA	5	ranmi	CACCA	1 2 3 4 5	0	0	11	11	0.0	0.0	100.0	51	0	ranmi	53.0
ransu	CACCA	5	ransu	CACCA	1 2 3 4 5	0	0	1	1	0.0	0.0	100.0	4	0	ransu	1.0
ran	CAC	3	ranti	CACCA	1 2 3	54	0	0	54	100.0	0.0	0.0	0	0	ranti	59.0
ranti	CACCA	5	ranti	CACCA	1 2 3 4 5	0	0	5	5	0.0	0.0	100.0	49	0	ranti	59.0
rax	CAC	3	ranxi	CACCA	1 2 4	8	0	0	8	100.0	0.0	0.0	0	0	ranxi	10.0
ranxi	CACCA	5	ranxi	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	57	0	ranxi	10.0
rap	CAC	3	rapli	CACCA	1 2 3	129	3	0	132	0.0	0.0	0.0	0	0	rapli	140.0
rapli	CACCA	5	rapli	CACCA	1 2 3 4 5	0	0	8	8	0.0	0.0	100.0	114	0	rapli	140.0
rapl	CACC	4	rapli	CACCA	1 2 3 4	0	0	0	0				0	0	rapli	140.0
rar	CAC	3	rarna	CACCA	13 25 13	103	5	0	108	0.0	0.0	0.0	0	0	rarna	139.0
rarna	CACCA	5	rarna	CACCA	13 25 13 4 25	0	0	31	31	0.0	0.0	100.0	104	0	rarna	139.0
rarn	CACC	4	rarna	CACCA	13 25 13 4	0	0	0	0				0	0	rarna	139.0
ratcu	CACCA	5	ratcu	CACCA	1 2 3 4 5	0	0	34	34	0.0	0.0	100.0	114	0	ratcu	34.0
rat	CAC	3	ratni	CACCA	1 2 3	25	5	0	30	0.0	0.0	0.0	0	0	ratni	32.0
ratni	CACCA	5	ratni	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	46	0	ratni	32.0
rel	CAC	3	re	CA	1 2 	191	14	0	205	0.0	0.0	0.0	0	0	re	205.0
rebla	CACCA	5	rebla	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	78	0	rebla	2.0
re'u	CAA	3	rectu	CACCA	1 2 5	0	4	18	22	0.0	0.0	0.0	0	0	rectu	38.0
rec	CAC	3	rectu	CACCA	1 2 3	12	4	0	16	0.0	0.0	0.0	0	0	rectu	38.0
rem	CAC	3	remna	CACCA	1 2 3	113	13	0	126	0.0	0.0	0.0	0	0	remna	186.0
re'a	CAA	3	remna	CACCA	1 2 5	27	1	32	60	0.0	0.0	0.0	0	0	remna	186.0
remn	CACC	4	remna	CACCA	1 2 3 4	0	0	0	0				0	0	remna	186.0
remna	CACCA	5	remna	CACCA	1 2 3 4 5	0	0	0	0				3251	0	remna	186.0
re'o	CAA	3	renro	CACCA	14 2 5	0	0	18	18	0.0	0.0	100.0	0	0	renro	31.0
rer	CAC	3	renro	CACCA	14 2 14	9	1	1	11	0.0	0.0	0.0	0	0	renro	31.0
renro	CACCA	5	renro	CACCA	14 2 3 14 5	0	0	2	2	0.0	0.0	100.0	202	0	renro	31.0
re'i	CAA	3	renvi	CACCA	1 2 5	7	0	10	17	0.0	0.0	0.0	0	0	renvi	17.0
renvi	CACCA	5	renvi	CACCA	1 2 3 4 5	0	0	0	0				70	0	renvi	17.0
rev	CAC	3	renvi	CACCA	1 2 4	0	0	0	0				0	0	renvi	17.0
res	CAC	3	respa	CACCA	1 2 3	131	1	0	132	0.0	0.0	0.0	0	0	respa	218.0
respa	CACCA	5	respa	CACCA	1 2 3 4 5	0	0	86	86	0.0	0.0	100.0	78	0	respa	218.0
resp	CACC	4	respa	CACCA	1 2 3 4	0	0	0	0				0	0	respa	218.0
cfu	CCA	3	ricfu	CACCA	3 4 5	15	0	30	45	0.0	0.0	0.0	0	0	ricfu	57.0
ricfu	CACCA	5	ricfu	CACCA	1 2 3 4 5	0	0	12	12	0.0	0.0	100.0	86	0	ricfu	57.0
rif	CAC	3	ricfu	CACCA	1 2 4	0	0	0	0				0	0	ricfu	57.0
rigna	CACCA	5	rigna	CACCA	1 2 3 4 5	0	0	2	2	0.0	0.0	100.0	0	0	rigna	2.0
rig	CAC	3	rigni	CACCA	1 25 3	27	1	0	28	0.0	0.0	0.0	0	0	rigni	38.0
rigni	CACCA	5	rigni	CACCA	1 25 3 4 25	0	0	10	10	0.0	0.0	100.0	44	0	rigni	38.0
rij	CAC	3	rijno	CACCA	1 2 3	4	0	0	4	100.0	0.0	0.0	0	0	rijno	7.0
rijno	CACCA	5	rijno	CACCA	1 2 3 4 5	0	0	3	3	0.0	0.0	100.0	24	0	rijno	7.0
rijn	CACC	4	rijno	CACCA	1 2 3 4	0	0	0	0				0	0	rijno	7.0
ril	CAC	3	rilti	CACCA	1 25 3	1	0	0	1	100.0	0.0	0.0	0	0	rilti	2.0
rilti	CACCA	5	rilti	CACCA	1 25 3 4 25	0	0	1	1	0.0	0.0	100.0	14	0	rilti	2.0
rilt	CACC	4	rilti	CACCA	1 25 3 4	0	0	0	0				0	0	rilti	2.0
rimni	CACCA	5	rimni	CACCA	1 25 3 4 25	0	0	45	45	0.0	0.0	100.0	66	0	rimni	49.0
rim	CAC	3	rimni	CACCA	1 25 3	4	0	0	4	100.0	0.0	0.0	0	0	rimni	49.0
rimn	CACC	4	rimni	CACCA	1 25 3 4	0	0	0	0				0	0	rimni	49.0
rinci	CACCA	5	rinci	CACCA	1 25 3 4 25	0	0	5	5	0.0	0.0	100.0	6	0	rinci	5.0
ri'u	CAA	3	rinju	CACCA	1 2 5	15	0	25	40	0.0	0.0	0.0	0	0	rinju	40.0
rinju	CACCA	5	rinju	CACCA	1 2 3 4 5	0	0	0	0				50	0	rinju	40.0
ri'a	CAA	3	rinka	CACCA	1 2 5	0	8	847	855	0.0	0.0	0.0	0	301	rinka	875.0
rik	CAC	3	rinka	CACCA	1 2 4	8	12	0	20	0.0	0.0	0.0	0	0	rinka	875.0
rink	CACC	4	rinka	CACCA	1 2 3 4	0	0	0	0				0	0	rinka	875.0
rinka	CACCA	5	rinka	CACCA	1 2 3 4 5	0	0	0	0				659	0	rinka	875.0
rins	CACC	4	rinsa	CACCA	1 2 3 4	4	0	0	4	100.0	0.0	0.0	0	0	rinsa	8.0
rinsa	CACCA	5	rinsa	CACCA	1 2 3 4 5	0	0	4	4	0.0	0.0	100.0	191	0	rinsa	8.0
rirc	CACC	4	rirci	CACCA	13 25 13 4	2	0	0	2	100.0	0.0	0.0	0	0	rirci	4.0
rirci	CACCA	5	rirci	CACCA	13 25 13 4 25	0	0	2	2	0.0	0.0	100.0	49	0	rirci	4.0
rirni	CACCA	5	rirni	CACCA	13 25 13 4 25	0	0	71	71	0.0	0.0	100.0	157	0	rirni	136.0
rir	CAC	3	rirni	CACCA	13 25 13	57	8	0	65	0.0	0.0	0.0	0	0	rirni	136.0
rirn	CACC	4	rirni	CACCA	13 25 13 4	0	0	0	0				0	0	rirni	136.0
